"","ScoringCrediticio","Edad","BalanceCuenta","CantidadProductos","SalarioEstimado","DejaBanco"
"636",740,43,0,1,199290.68,"1"
"637",666,32,112536.57,2,34350.54,"0"
"638",577,36,121092.47,2,143783.46,"0"
"639",636,44,0,2,86414.41,"0"
"640",742,55,155196.17,1,121207.66,"1"
"641",700,37,135179.49,1,160670.37,"0"
"642",529,31,152310.55,1,13054.25,"0"
"643",585,40,162261.01,2,137028.51,"0"
"644",850,31,0,2,33082.81,"0"
"645",771,18,0,2,41542.95,"0"
"646",500,45,109162.82,1,126145.08,"0"
"647",596,39,0,1,48963.59,"0"
"648",706,18,176139.5,2,129654.22,"0"
"649",676,30,0,2,179066.58,"0"
"650",589,29,0,2,98320.27,"0"
"651",754,38,0,2,180698.32,"0"
"652",850,23,143054.85,1,62980.96,"0"
"653",686,45,74274.87,3,64907.48,"1"
"654",850,46,117640.39,1,88920.68,"0"
"655",815,35,0,2,198490.33,"0"
"656",645,37,136925.09,2,153400.24,"0"
"657",560,44,143244.97,1,98661.27,"0"
"658",724,40,0,2,106149.48,"0"
"659",726,24,0,2,54724.03,"0"
"660",747,58,116313.57,1,190696.35,"1"
"661",590,32,0,2,59249.83,"0"
"662",597,53,88381.21,1,69384.71,"1"
"663",610,37,0,1,114514.64,"0"
"664",635,29,105405.97,1,149853.89,"0"
"665",599,50,121159.65,1,4033.39,"1"
"666",637,44,157622.58,1,120454.2,"0"
"667",798,49,132571.67,1,31686.33,"1"
"668",611,49,88915.37,3,161435.02,"1"
"669",573,33,160777.9,1,149536.15,"0"
"670",794,24,146126.75,1,88992.05,"0"
"671",664,44,142989.69,1,115452.51,"1"
"672",614,37,0,2,62023.1,"0"
"673",618,24,128736.39,1,37147.61,"0"
"674",639,32,0,2,111340.36,"0"
"675",435,37,114346.3,1,980.93,"1"
"676",598,38,0,2,173783.38,"0"
"677",534,49,0,1,13566.48,"1"
"678",641,53,123835.52,2,160110.65,"0"
"679",687,48,0,2,170893.85,"0"
"680",474,34,176311.36,1,160213.27,"0"
"681",563,34,0,2,36536.93,"0"
"682",670,30,133446.34,1,3154.95,"0"
"683",604,71,0,2,49506.82,"0"
"684",542,32,107871.72,1,125302.64,"0"
"685",791,35,52436.2,1,161051.75,"0"
"686",710,36,0,2,83206.19,"0"
"687",762,32,191775.65,1,179657.83,"0"
"688",753,48,0,2,146821.42,"0"
"689",686,35,105419.73,1,35356.46,"0"
"690",531,37,121854.45,1,147521.35,"0"
"691",701,33,123870.07,1,97794.71,"0"
"692",670,25,0,2,144723.38,"0"
"693",771,38,137657.71,2,72985.61,"0"
"694",567,36,0,2,3896.08,"0"
"695",634,41,0,2,131284.93,"0"
"696",551,27,113873.22,1,85129.77,"1"
"697",581,55,0,1,22442.13,"0"
"698",706,30,87609.68,2,137674.55,"1"
"699",619,42,0,1,101348.88,"1"
"700",554,46,NA,2,57320.92,"0"
"701",502,33,0,2,123509.01,"0"
"702",554,26,92606.86,2,192709.69,"0"
"703",651,41,90218.11,1,174337.68,"0"
"704",603,32,0,1,198055.94,"1"
"705",615,41,0,1,149278.96,"0"
"706",741,52,171236.3,2,21834.4,"1"
"707",706,24,141078.57,1,24402.87,"0"
"708",540,39,82531.11,1,114092.52,"0"
"709",613,30,111927.45,1,175795.87,"0"
"710",488,33,140002.35,1,123613.81,"0"
"711",622,46,107073.27,2,30984.59,"1"
"712",818,43,105301.5,1,78941.59,"0"
"713",708,21,133974.36,2,50294.09,"0"
"714",708,64,0,3,112520.07,"1"
"715",524,50,0,2,31840.59,"1"
"716",573,44,0,2,107124.17,"0"
"717",537,41,0,2,175262.49,"0"
"718",612,38,110615.47,1,193502.93,"0"
"719",554,37,58629.97,1,182038.6,"0"
"720",752,32,115587.49,2,101677.46,"0"
"721",607,33,108431.87,2,109291.39,"1"
"722",636,28,115265.14,1,191627.85,"0"
"723",586,41,63873.56,1,83753.64,"0"
"724",692,49,110540.43,2,107472.99,"0"
"725",543,30,140916.81,1,157711.18,"0"
"726",677,35,0,2,76637.38,"0"
"727",570,29,153040.03,1,131363.57,"1"
"728",650,23,0,1,180622.43,"0"
"729",666,40,0,2,36371.27,"0"
"730",734,39,92126.26,2,112973.34,"0"
"731",850,36,155180.56,2,169415.54,"0"
"732",594,38,63176.44,2,14466.08,"0"
"733",587,35,83286.56,1,125553.52,"0"
"734",679,24,114948.76,2,135768.25,"0"
"735",654,32,0,1,51972.92,"1"
"736",810,69,27288.43,1,110509.9,"0"
"737",805,45,116585.97,1,189428.75,"1"
"738",633,40,150578,1,34670.62,"1"
"739",738,38,0,2,69227.42,"0"
"740",673,59,178058.06,2,21063.71,"1"
"741",702,44,0,1,59207.41,"1"
"742",717,76,138489.66,1,68400.14,"0"
"743",750,43,113882.31,1,74564.41,"0"
"744",607,38,98205.77,1,176318.27,"0"
"745",443,50,117206.3,1,42840.18,"1"
"746",711,64,0,2,3185.67,"0"
"747",516,37,0,1,101834.58,"0"
"748",713,42,0,2,82565.01,"0"
"749",783,72,121215.9,2,105206.48,"0"
"750",850,34,0,2,171706.66,"0"
"751",682,36,72373.62,2,36895.99,"0"
"752",571,66,111577.01,1,189271.9,"0"
"753",777,37,121532.17,2,73464.88,"0"
"754",470,31,55732.92,2,103792.53,"0"
"755",494,67,0,2,85890.16,"0"
"756",715,33,85227.84,1,68087.15,"0"
"757",456,29,107000.49,1,153419.62,"0"
"758",750,38,151532.4,1,46555.15,"0"
"759",573,35,206868.78,2,102986.15,"0"
"760",651,37,114453.58,1,175820.91,"0"
"761",661,32,145980.23,1,56636.28,"0"
"762",636,38,0,1,45015.38,"0"
"763",732,25,110942.9,1,172576.56,"0"
"764",687,30,0,2,179206.92,"0"
"765",546,27,0,2,14858.1,"0"
"766",733,64,0,2,75272.63,"0"
"767",588,35,0,2,155485.24,"0"
"768",773,45,96877.21,1,113950.51,"0"
"769",673,32,121240.76,1,116969.73,"0"
"770",656,48,0,2,85240.61,"1"
"771",499,44,77627.33,2,108222.68,"0"
"772",682,50,128039.01,1,102260.16,"0"
"773",585,42,0,2,18657.77,"0"
"774",564,31,125175.58,1,72757.33,"0"
"775",661,38,143006.7,1,15650.89,"0"
"776",543,42,0,2,101905.34,"0"
"777",541,32,0,1,114951.42,"0"
"778",673,40,137494.28,1,81753.92,"0"
"779",811,30,0,2,180591.32,"0"
"780",590,23,0,2,196789.9,"0"
"781",549,46,0,1,109057.56,"0"
"782",743,43,0,2,113079.19,"1"
"783",810,32,120879.73,2,78896.59,"0"
"784",593,32,158537.42,1,166850.57,"0"
"785",701,28,103421.32,1,76304.73,"0"
"786",686,39,157731.6,2,162820.6,"0"
"787",740,31,0,2,86657.48,"0"
"788",679,42,0,1,168294.27,"0"
"789",635,29,138296.94,2,141075.51,"0"
"790",702,26,135219.57,1,59747.63,"0"
"791",555,32,0,2,54405.79,"0"
"792",630,41,107511.52,1,46156.87,"0"
"793",573,32,125321.84,2,130234.63,"0"
"794",613,19,0,1,176903.35,"0"
"795",850,40,0,2,1099.95,"0"
"796",764,39,81042.42,1,109805.17,"0"
"797",561,32,166824.59,1,139451.98,"0"
"798",604,71,0,2,129984.2,"0"
"799",577,43,127940.47,1,125140.72,"1"
"800",561,34,85141.79,2,29217.37,"0"
"801",771,27,0,2,199527.34,"0"
"802",668,30,0,2,138465.7,"0"
"803",729,28,0,2,31165.06,"1"
"804",567,35,153137.74,1,88659.07,"0"
"805",697,33,87347.7,1,172524.51,"0"
"806",739,42,141642.92,2,172149.76,"0"
"807",683,25,0,2,152698.24,"0"
"808",554,39,129709.62,1,173197.12,"0"
"809",666,47,0,1,166650.9,"1"
"810",583,39,102945.01,1,52861.89,"0"
"811",838,39,166733.92,2,14279.44,"0"
"812",850,70,96947.58,3,62282.99,"1"
"813",613,27,125167.74,1,199104.52,"0"
"814",750,32,0,2,95611.47,"0"
"815",786,34,0,2,144517.19,"0"
"816",666,31,79589.43,1,4050.57,"0"
"817",584,59,0,1,130260.11,"1"
"818",484,29,130114.39,1,164017.89,"0"
"819",566,36,142120.91,1,79616.37,"0"
"820",564,32,139875.2,2,15378.23,"0"
"821",551,76,128410.71,2,181718.73,"0"
"822",740,56,99097.33,1,85016.64,"1"
"823",708,51,70754.18,1,92920.04,"1"
"824",633,43,0,2,48249.88,"0"
"825",615,66,0,2,74580.8,"0"
"826",710,51,93656.95,1,141400.51,"1"
"827",427,40,0,2,82870.75,"0"
"828",755,23,84284.48,2,62851.6,"0"
"829",707,55,0,2,54409.48,"0"
"830",709,35,0,2,104982.39,"0"
"831",773,47,118079.47,4,143007.49,"1"
"832",653,43,0,2,27862.58,"0"
"833",662,20,104508.77,2,73107.53,"0"
"834",581,24,95508.2,1,45755,"0"
"835",648,50,102535.57,1,189543.19,"0"
"836",601,50,115625.07,1,185855.21,"0"
"837",652,38,0,2,145700.22,"0"
"838",484,32,0,2,139390.99,"0"
"839",NA,44,133866.22,1,139049.24,"0"
"840",582,40,0,3,60954.45,"0"
"841",511,45,68375.27,1,193160.25,"1"
"842",479,37,118433.94,1,160060.9,"0"
"843",718,26,147527.03,1,51099.56,"0"
"844",550,49,108806.96,3,61446.92,"1"
"845",730,34,122453.37,2,138882.98,"0"
"846",706,28,124923.35,2,50299.14,"0"
"847",496,31,0,2,93713.13,"0"
"848",678,37,149000.91,2,21472.42,"0"
"849",647,41,85906.65,3,189159.97,"0"
"850",799,38,0,2,59297.34,"0"
"851",548,36,108913.84,2,140460.01,"0"
"852",657,41,95858.37,1,68255.88,"0"
"853",536,46,65733.41,1,61094.53,"0"
"854",612,46,NA,1,96961,"1"
"855",598,64,62979.93,1,152273.57,"0"
"856",575,57,137936.94,1,84475.13,"0"
"857",545,44,0,2,82614.89,"0"
"858",708,40,83015.71,1,101089.76,"0"
"859",563,22,137583.04,1,5791.85,"0"
"860",802,38,142557.11,1,172497.73,"0"
"861",563,32,0,2,19720.08,"0"
"862",712,45,112994.65,1,198398.68,"0"
"863",589,46,0,2,170676.67,"0"
"864",632,41,81877.38,1,33642.21,"0"
"865",775,74,161371.5,1,134869.93,"0"
"866",668,32,0,2,40652.33,"0"
"867",539,36,0,3,118959.64,"0"
"868",802,60,92887.06,1,39473.63,"1"
"869",773,34,126979.75,1,36823.28,"0"
"870",659,29,123192.12,1,56971.41,"1"
"871",631,32,0,2,196342.66,"0"
"872",593,45,79259.75,1,55347.28,"0"
"873",534,27,0,2,161344.13,"0"
"874",584,42,137479.13,1,25669.1,"0"
"875",520,45,107023.03,1,32903.93,"0"
"876",736,63,0,2,502.7,"0"
"877",509,29,0,2,69113.14,"0"
"878",717,28,90537.16,1,74800.99,"0"
"879",781,35,80790.74,1,116429.51,"0"
"880",454,50,92895.56,1,154344,"1"
"881",696,28,172646.82,1,116471.43,"0"
"882",850,32,137714.25,1,159403.68,"0"
"883",820,49,0,2,119087.25,"0"
"884",506,34,0,2,115842.1,"0"
"885",571,53,0,2,28045.77,"0"
"886",629,39,0,2,116748.14,"0"
"887",850,48,111962.99,1,111755.8,"0"
"888",690,26,118097.87,1,61257.83,"0"
"889",444,34,144318.97,1,112668.06,"0"
"890",611,40,100812.33,2,147358.27,"0"
"891",565,33,130368.31,2,105642.43,"0"
"892",710,32,0,1,94790.34,"0"
"893",485,34,133658.24,1,70209.83,"0"
"894",671,44,84745.03,2,34673.98,"0"
"895",685,40,0,2,103898.59,"0"
"896",705,50,77065.9,2,145159.26,"0"
"897",646,18,0,2,52795.15,"0"
"898",624,38,0,2,95403.41,"0"
"899",536,32,178011.5,2,22375.14,"0"
"900",606,27,172310.33,1,111448.92,"0"
"901",641,25,0,2,180808.39,"0"
"902",620,29,0,2,13133.88,"0"
"903",678,22,118064.93,2,195424.01,"0"
"904",569,36,67087.69,1,154775.7,"0"
"905",445,25,0,2,119425.94,"0"
"906",638,34,0,2,198969.78,"0"
"907",639,31,98360.03,1,20973.8,"0"
"908",605,27,0,2,198091.81,"0"
"909",534,35,81951.74,2,115668.53,"0"
"910",693,41,181461.48,3,187929.43,"1"
"911",637,30,122185.53,1,102566.46,"1"
"912",620,44,0,2,15627.51,"0"
"913",695,42,0,1,72172.13,"1"
"914",664,32,107209.73,1,112340.2,"0"
"915",809,80,0,2,34164.05,"0"
"916",850,31,0,2,121866.87,"0"
"917",619,57,137946.39,1,72467.99,"1"
"918",589,34,0,2,177896.92,"0"
"919",792,70,0,2,172240.27,"0"
"920",610,36,129440.3,2,102638.35,"0"
"921",652,40,79927.36,2,33524.6,"0"
"922",850,31,131996.66,2,178747.43,"0"
"923",766,41,99208.46,2,62402.38,"0"
"924",738,29,0,2,170421.13,"0"
"925",714,29,92887.13,1,69578.49,"0"
"926",686,38,149238.97,1,97825.23,"0"
"927",700,36,0,2,130789.15,"0"
"928",549,29,0,2,146090.38,"0"
"929",599,31,0,1,130086.47,"1"
"930",575,29,121823.4,2,50368.87,"0"
"931",531,31,118899.45,2,41409.36,"0"
"932",641,38,0,2,116466.19,"0"
"933",462,34,94682.56,2,138478.2,"0"
"934",521,41,0,2,113089.43,"0"
"935",539,29,0,2,100919.19,"0"
"936",776,37,103769.22,2,194099.12,"0"
"937",747,49,202904.64,1,17298.72,"1"
"938",648,42,121980.56,2,4027.02,"0"
"939",594,35,133853.27,1,65361.66,"0"
"940",789,51,104677.09,1,74265.38,"0"
"941",518,46,113625.93,1,92727.42,"1"
"942",811,31,117799.28,1,182372.35,"0"
"943",526,34,122726.56,1,46772.36,"0"
"944",589,21,0,2,55601.44,"0"
"945",593,27,0,3,94620,"1"
"946",633,29,130206.28,1,184654.87,"0"
"947",590,27,123599.49,2,1676.92,"0"
"948",711,37,113899.92,1,80215.2,"0"
"949",603,42,0,1,90437.87,"0"
"950",656,33,0,2,116706,"0"
"951",631,36,0,2,133141.34,"0"
"952",743,73,0,2,107867.38,"0"
"953",542,37,0,1,807.06,"0"
"954",687,44,0,2,103042.2,"1"
"955",475,57,0,2,89248.99,"0"
"956",556,40,0,2,62112.7,"0"
"957",664,36,71142.77,2,122433.09,"0"
"958",543,46,140355.6,1,85086.78,"0"
"959",678,28,0,2,144423.17,"1"
"960",684,35,135871.5,1,87219.41,"0"
"961",627,29,139541.58,2,80607.33,"0"
"962",646,46,0,3,93251.42,"1"
"963",535,50,140292.58,3,69531.22,"1"
"964",493,31,0,1,176570.28,"1"
"965",735,55,134140.68,1,2267.88,"0"
"966",453,37,131834.76,2,8949.2,"0"
"967",498,37,108432.88,2,14865.05,"0"
"968",660,33,0,2,117834.91,"0"
"969",655,36,122314.39,1,9181.66,"0"
"970",782,35,98556.89,2,117644.36,"0"
"971",521,30,107316.09,1,64299.82,"0"
"972",578,35,0,2,26389.92,"0"
"973",705,24,177799.83,2,79886.06,"0"
"974",490,38,97266.1,1,92797.23,"0"
"975",477,57,114023.64,2,71167.17,"1"
"976",478,48,83287.05,2,44147.95,"1"
"977",674,45,144889.18,1,102591.9,"1"
"978",695,29,0,2,111565.45,"0"
"979",503,42,153279.39,1,151336.96,"0"
"980",559,31,139183.06,1,143360.56,"0"
"981",661,47,109493.62,1,188324.01,"1"
"982",758,33,0,1,188156.34,"0"
"983",459,46,110356.42,1,4969.13,"1"
"984",749,27,0,2,132734.87,"0"
"985",811,35,0,1,178.19,"0"
"986",766,28,62717.84,2,13182.43,"0"
"987",727,32,59271.82,1,46019.43,"0"
"988",638,35,0,2,165370.66,"0"
"989",714,52,100755.66,1,186775.25,"0"
"990",647,35,123761.68,1,83910.4,"0"
"991",668,36,133686.52,1,190958.48,"1"
"992",813,34,0,2,43169.15,"0"
"993",550,39,116120.19,2,195638.13,"0"
"994",525,30,0,2,149195.44,"0"
"995",662,38,105271.56,1,179833.45,"0"
"996",794,46,134593.79,1,46386.37,"0"
"997",776,33,0,2,176921,"0"
"998",652,36,0,2,19302.78,"0"
"999",762,29,141389.06,1,54122.89,"0"
"1000",658,32,0,2,156774.75,"0"
"1001",850,35,114285.2,1,129660.59,"0"
"1002",683,39,0,2,171716.81,"0"
"1003",678,49,116933.11,1,195053.58,"1"
"1004",648,44,111369.79,2,91947.74,"0"
"1005",687,35,0,2,10334.05,"0"
"1006",543,34,0,2,145601.8,"0"
"1007",648,33,134944,1,117036.38,"0"
"1008",698,36,82275.35,2,93249.26,"0"
"1009",618,54,118449.21,1,133573.29,"1"
"1010",692,30,0,2,18826.34,"0"
"1011",759,39,0,2,140497.67,"0"
"1012",600,49,90218.9,1,91347.76,"0"
"1013",733,36,0,2,108377.82,"0"
"1014",595,36,85768.42,1,24802.77,"0"
"1015",564,30,100954.88,2,134175.15,"0"
"1016",523,35,138782.76,1,186118.93,"0"
"1017",655,38,0,2,110527.71,"0"
"1018",673,25,108244.82,2,103573.96,"0"
"1019",469,37,96776.49,1,119890.86,"0"
"1020",583,27,0,3,163113.41,"0"
"1021",755,62,127706.33,2,142377.69,"0"
"1022",653,37,125734.2,2,134625.09,"1"
"1023",681,31,97338.19,2,48226.76,"0"
"1024",628,31,88421.81,1,72350.47,"0"
"1025",704,45,0,1,137739.45,"0"
"1026",720,34,118307.57,2,136120.29,"0"
"1027",534,33,151233.62,1,199336.63,NA
"1028",533,35,0,2,187900.12,"0"
"1029",683,57,162448.69,1,9221.78,"1"
"1030",814,49,0,2,157822.54,"0"
"1031",835,18,142872.36,1,117632.63,"0"
"1032",562,35,142296.13,1,177112.7,"0"
"1033",479,40,0,2,114996.43,"0"
"1034",653,29,0,2,41671.81,"0"
"1035",472,40,0,1,70154.22,"0"
"1036",670,37,170557.91,2,198252.88,"0"
"1037",693,45,0,2,26589.56,"0"
"1038",557,24,0,1,20515.72,"0"
"1039",731,43,0,1,170034.95,"1"
"1040",736,32,0,1,79082.62,"0"
"1041",835,28,163569.61,2,154559.28,"0"
"1042",793,56,119496.25,2,29880.99,"0"
"1043",755,43,0,2,18066.69,"0"
"1044",473,48,0,2,71139.8,"0"
"1045",601,47,142802.02,NA,57553.02,"0"
"1046",751,39,0,2,84175.34,"0"
"1047",431,45,83624.55,2,36899.62,"0"
"1048",671,58,178713.98,1,21768.21,"0"
"1049",670,65,0,1,177655.68,"1"
"1050",573,37,0,NA,193995.37,"0"
"1051",681,49,142946.18,1,187280.51,"1"
"1052",693,44,124601.58,2,46998.13,"1"
"1053",755,41,104817.41,1,126013.58,"1"
"1054",615,19,0,2,159920.92,"0"
"1055",615,34,83503.11,2,73124.53,"1"
"1056",707,57,92053,1,164064.44,"1"
"1057",741,53,0,2,38913.68,"0"
"1058",605,36,0,2,35521.63,"0"
"1059",685,30,90536.81,1,63082.88,"0"
"1060",733,42,150507.21,1,169964.12,"0"
"1061",665,63,104469.58,1,25165.36,"1"
"1062",527,46,131414.76,1,54947.51,"0"
"1063",667,55,154393.43,1,137674.96,"1"
"1064",706,20,0,2,12368.11,"0"
"1065",745,40,131184.67,1,49815.62,"0"
"1066",719,76,95052.29,1,176244.87,"0"
"1067",616,23,73112.95,1,62733.05,"0"
"1068",774,36,103688.19,1,118971.74,"0"
"1069",775,30,0,1,193880.6,"1"
"1070",728,43,0,2,40023.7,"0"
"1071",620,41,97925.11,1,85000.32,"0"
"1072",603,39,162390.52,2,54702.66,"0"
"1073",544,23,96471.2,1,35550.97,"0"
"1074",678,50,0,1,8199.5,"0"
"1075",740,40,122295.17,2,30812.84,"0"
"1076",608,47,0,1,126012.57,"0"
"1077",596,37,0,1,121175.86,"0"
"1078",663,28,0,2,123969.64,"0"
"1079",609,53,0,2,52332.85,"0"
"1080",536,41,0,1,121299.14,"0"
"1081",656,43,134919.85,1,194691.95,"0"
"1082",602,56,115895.22,3,4176.17,"1"
"1083",634,27,107027.52,1,173425.68,"0"
"1084",554,42,0,2,183492.9,"0"
"1085",578,39,0,2,70563.9,"0"
"1086",450,29,117199.8,1,43480.63,"0"
"1087",798,38,129055.13,1,157147.59,"0"
"1088",705,40,203715.15,1,179978.68,"1"
"1089",794,30,0,2,24113.91,"0"
"1090",540,64,91869.69,1,95421,"0"
"1091",729,39,127415.85,1,184977.2,"1"
"1092",684,34,0,2,130928.22,"0"
"1093",765,37,102708.77,1,9087.81,"0"
"1094",549,25,0,2,190857.79,"0"
"1095",652,36,112518.71,2,110421.31,"0"
"1096",594,36,153880.15,1,135431.72,"0"
"1097",790,26,141581.71,2,98309.27,"0"
"1098",662,36,166909.2,2,138871.12,"1"
"1099",759,22,0,1,22303.17,"0"
"1100",619,52,124099.13,1,23904.52,"0"
"1101",586,51,138553.57,1,92406.22,"0"
"1102",511,27,0,2,49089.36,"0"
"1103",684,41,135203.81,2,121967.88,"0"
"1104",479,35,92833.89,1,99449.86,"1"
"1105",747,37,0,2,180551.76,"0"
"1106",594,28,142574.71,2,129084.82,"0"
"1107",567,59,0,2,25843.7,"1"
"1108",630,28,106425.75,1,20344.84,"0"
"1109",749,36,0,2,80134.65,"0"
"1110",569,41,0,2,134272.57,"0"
"1111",757,26,121581.56,2,127059.04,"0"
"1112",539,47,127286.04,2,166929.43,"1"
"1113",730,37,0,2,124364.63,"0"
"1114",549,54,92877.33,1,2619.64,"1"
"1115",665,36,0,2,121505.61,"0"
"1116",640,44,111833.47,1,67202.74,"0"
"1117",561,37,0,2,83093.25,"0"
"1118",609,40,0,2,97416.34,"0"
"1119",630,37,0,2,82647.65,"0"
"1120",568,26,109819.16,2,154491.39,"0"
"1121",704,24,148197.15,2,182775.08,"0"
"1122",559,62,118756.62,1,20367.68,"0"
"1123",745,28,111071.36,1,73275.96,"1"
"1124",669,23,0,2,66088.83,"0"
"1125",535,47,160729.1,1,145986.35,"0"
"1126",709,31,0,2,71009.84,"0"
"1127",580,50,125647.36,1,57541.08,"1"
"1128",548,32,172448.77,1,188083.77,"1"
"1129",706,46,127660.46,2,150156.82,"1"
"1130",767,36,0,1,65147.27,"0"
"1131",596,36,0,2,125557.95,"0"
"1132",762,53,102520.37,1,170195.4,"0"
"1133",540,35,128369.75,2,198256.15,"0"
"1134",471,27,0,2,122642.09,"0"
"1135",528,32,99092.45,1,111149.98,"0"
"1136",712,23,0,2,66795.78,"0"
"1137",700,82,0,2,182055.36,"0"
"1138",646,39,154439.86,1,171519.06,"0"
"1139",688,37,138162.41,2,113926.31,"0"
"1140",619,28,0,2,53394.12,"0"
"1141",597,60,131778.08,1,10703.53,"1"
"1142",666,37,158468.76,1,93266.01,"0"
"1143",624,36,0,2,84635.64,"0"
"1144",491,26,102251.14,1,145900.89,"0"
"1145",766,43,112088.04,2,36706.56,"0"
"1146",746,49,0,2,10096.25,"0"
"1147",583,44,0,2,27431.62,"0"
"1148",692,31,0,2,91829.17,"1"
"1149",797,24,0,2,182257.61,"0"
"1150",579,31,0,2,112395.98,"0"
"1151",625,56,148507.24,1,46824.08,"1"
"1152",549,37,112541.54,2,47432.43,"0"
"1153",666,30,109805.3,1,163625.56,"0"
"1154",842,37,132446.08,2,87071.18,"1"
"1155",611,43,64897.75,1,114996.33,"0"
"1156",815,38,48387,1,184796.84,"0"
"1157",613,34,117300.02,1,139410.08,"0"
"1158",709,49,154344.49,2,38794.57,"0"
"1159",799,70,70416.75,1,36483.52,"0"
"1160",600,41,0,2,91193.65,"0"
"1161",536,28,0,1,136197.65,"0"
"1162",601,26,105514.69,2,50070.59,"0"
"1163",686,56,111642.08,1,80553.87,"0"
"1164",850,30,86449.39,1,188809.23,"0"
"1165",676,49,0,1,79342.31,"1"
"1166",512,51,144953.31,1,165035.17,"0"
"1167",758,43,0,2,55313.44,"0"
"1168",753,32,159904.79,1,148811.14,"0"
"1169",689,57,0,2,136649.8,"1"
"1170",813,62,64667.95,2,140454.14,"0"
"1171",705,43,146547.78,1,10072.55,"1"
"1172",565,47,139756.12,1,165849.49,"1"
"1173",561,43,0,4,18522.91,"1"
"1174",607,39,0,3,132741.13,"1"
"1175",617,50,0,1,184839.7,"1"
"1176",726,34,0,2,14121.61,"0"
"1177",684,54,0,2,94888.6,"0"
"1178",630,28,0,2,133267.78,"0"
"1179",683,73,124730.26,1,51999.5,"0"
"1180",594,57,0,1,19376.56,"1"
"1181",737,38,146282.79,2,198516.2,"0"
"1182",750,38,97257.41,2,179883.04,"0"
"1183",755,30,154221.37,2,62688.55,"0"
"1184",554,44,135814.7,2,115091.38,"0"
"1185",664,48,0,1,140173.17,"1"
"1186",661,42,75361.44,1,27608.12,"1"
"1187",643,20,133313.34,1,3965.69,"0"
"1188",514,46,106511.85,1,55072.32,"0"
"1189",710,30,0,2,8991.17,"0"
"1190",743,30,127023.39,1,138780.89,"0"
"1191",732,48,102962.62,1,120852.85,"1"
"1192",607,61,164523.5,2,35786.76,"0"
"1193",736,25,81732.88,2,136497.28,"0"
"1194",629,31,0,1,16447.6,"1"
"1195",708,37,153366.13,1,26912.34,"0"
"1196",644,31,0,2,41872.17,"0"
"1197",687,31,0,2,48228.1,"0"
"1198",743,35,146781.24,1,189307.7,"0"
"1199",690,39,0,2,160532.88,"0"
"1200",716,31,109578.04,2,51503.51,"0"
"1201",630,40,0,2,42495.81,"0"
"1202",612,76,96166.88,1,191393.26,"0"
"1203",850,45,114347.85,2,109089.04,"0"
"1204",487,24,133628.09,2,98570.01,"0"
"1205",680,30,0,1,160131.58,"0"
"1206",630,40,0,2,34453.17,"0"
"1207",670,32,102954.68,2,134942.45,"0"
"1208",628,69,0,2,181964.6,"0"
"1209",NA,26,144258.52,1,49778.79,"0"
"1210",706,35,178032.53,1,42181.68,"0"
"1211",515,58,131852.81,1,81436.68,"1"
"1212",557,48,0,2,185094.48,"0"
"1213",571,33,102017.25,2,128600.49,"0"
"1214",654,28,0,2,151316.37,"0"
"1215",709,32,87814.89,1,138578.37,"0"
"1216",702,38,0,2,158527.45,"0"
"1217",629,38,123948.85,1,76053.07,"0"
"1218",768,29,95984.69,2,73686.75,"0"
"1219",653,58,132602.88,1,5097.67,"1"
"1220",499,28,141792.61,1,22001.91,"0"
"1221",775,70,119684.88,2,74532.02,"0"
"1222",611,46,0,1,77677.14,"1"
"1223",571,30,85755.86,1,145115.95,"0"
"1224",790,32,0,1,91044.47,"0"
"1225",698,64,169362.43,1,84760.32,"1"
"1226",568,28,127289.28,NA,45611.51,"0"
"1227",850,40,104449.8,1,747.88,"0"
"1228",577,51,108867,1,140800.66,"1"
"1229",554,38,137654.05,2,172629.67,"0"
"1230",738,49,0,3,65066.48,"1"
"1231",525,33,112833.35,1,175178.56,"0"
"1232",699,37,0,2,83263.04,"0"
"1233",703,28,0,2,2151.17,"0"
"1234",645,36,0,2,12096.61,"1"
"1235",678,32,139626.01,1,118235.52,"1"
"1236",516,31,0,1,47018.75,"0"
"1237",702,40,148556.74,1,146056.29,"0"
"1238",697,43,115371.94,2,64139.1,"0"
"1239",641,33,146193.6,2,55796.83,"1"
"1240",799,35,0,2,140780.8,"0"
"1241",836,57,101247.06,1,37141.62,"1"
"1242",540,39,127278.31,1,16150.34,"0"
"1243",786,33,83036.05,1,154990.58,"1"
"1244",494,69,93320.8,1,24489.44,"0"
"1245",754,40,160625.17,1,3554.63,"0"
"1246",724,40,110054.45,1,86950.72,"0"
"1247",714,45,124693.48,1,187194.15,"0"
"1248",577,44,152086.15,1,44719.5,"1"
"1249",613,39,118201.41,1,23315.59,"0"
"1250",757,44,0,2,177528.92,"0"
"1251",727,57,109679.72,1,753.37,"0"
"1252",688,40,0,1,47886.44,"0"
"1253",696,38,142316.14,1,8018.49,"0"
"1254",742,60,0,1,13161.66,"1"
"1255",436,43,0,2,35687.43,"0"
"1256",494,41,69974.66,2,188426.13,"1"
"1257",705,31,110941.93,2,163484.8,"0"
"1258",664,54,0,1,162719.69,"1"
"1259",709,36,0,1,42085.58,"1"
"1260",527,28,123802.98,2,155846.69,"0"
"1261",721,68,136525.99,1,175399.14,"0"
"1262",614,32,99462.8,2,51117.06,"0"
"1263",664,25,172812.72,2,108008.65,"0"
